"coef","t","n","value"
"b",32,"fra",1924.99875993735
"b",32,"gbr",2602.99896711378
"b",32,"golf57",4424.38242626521
"b",32,"grc",6523.82419253399
"b",32,"hun",7416.15304726845
"b",32,"idn",1990.32712767754
"b",32,"irl",5399.48716413434
"b",32,"ita",11383.4545557602
"b",32,"jpn",11283.6491127584
"b",32,"meme",10059.0646816598
"b",32,"mex",8520.39659242988
"b",32,"mys",4516.950045567
"b",32,"nde",1783.08555178958
"b",32,"nld",8411.70518198938
"b",32,"noan",4386.58303224178
"b",32,"noap",3717.46373553367
"b",32,"nor",4700.49263933474
"b",32,"oeu",4055.7817198165
"b",32,"osea",2918.93520917065
"b",32,"pol",1686.33352262126
"b",32,"prt",9310.93276854518
"b",32,"rcam",5301.10645648473
"b",32,"rcz",3123.26407746884
"b",32,"rfa",7691.12098383152
"b",32,"ris",1284.59643645293
"b",32,"rjan57",3396.03145488483
"b",32,"rom",8936.61771172307
"b",32,"rsaf",4404.75337883699
"b",32,"rsam",2835.70951155697
"b",32,"rsas",3667.48055065396
"b",32,"rsl",9635.07353082936
"b",32,"rus",2591.15185309188
"b",32,"slo",13155.5222222554
"b",32,"sui",8260.26224108735
"b",32,"swe",7350.32460434705
"b",32,"tha",3532.63825109435
"b",32,"tur",3478.79834911377
"b",32,"ukr",2104.07270657334
"b",32,"usa",3163.71654025838
"b",32,"vnm",1675.7571961741
"b",32,"zaf",3420.23196486706
"b",33,"arg",2895.53498420948
"b",33,"aus",3673.32233108811
"b",33,"aut",5003.92121166896
"b",33,"bel",7312.880584184
"b",33,"bgr",6644.4286929055
"b",33,"blt",7049.14844808181
"b",33,"bra",308.268180937094
"b",33,"can",1661.2236581903
"b",33,"chl",3796.09407170932
"b",33,"chn",2129.73106779547
"b",33,"cor",4084.77595187148
"b",33,"cro",13717.1088652447
"b",33,"dnk",4490.15779398366
"b",33,"egy",5838.57534656868
"b",33,"esp",9038.12046680793
"b",33,"fin",5088.38189578684
"b",33,"fra",1924.99875993735
"b",33,"gbr",2602.99896711378
"b",33,"golf57",4424.38242626521
"b",33,"grc",6523.82419253399
"b",33,"hun",7416.15304726845
"b",33,"idn",1990.32712767754
"b",33,"irl",5399.48716413434
"b",33,"ita",11383.4545557602
"b",33,"jpn",11283.6491127584
"b",33,"meme",10059.0646816598
"b",33,"mex",8520.39659242988
"b",33,"mys",4516.950045567
"b",33,"nde",1783.08555178958
"b",33,"nld",8411.70518198938
"b",33,"noan",4386.58303224178
"b",33,"noap",3717.46373553367
"b",33,"nor",4700.49263933474
"b",33,"oeu",4055.7817198165
"b",33,"osea",2918.93520917065
"b",33,"pol",1686.33352262126
"b",33,"prt",9310.93276854518
"b",33,"rcam",5301.10645648473
"b",33,"rcz",3123.26407746884
"b",33,"rfa",7691.12098383152
"b",33,"ris",1284.59643645293
"b",33,"rjan57",3396.03145488483
"b",33,"rom",8936.61771172307
"b",33,"rsaf",4404.75337883699
"b",33,"rsam",2835.70951155697
"b",33,"rsas",3667.48055065396
"b",33,"rsl",9635.07353082936
"b",33,"rus",2591.15185309188
"b",33,"slo",13155.5222222554
"b",33,"sui",8260.26224108735
"b",33,"swe",7350.32460434705
"b",33,"tha",3532.63825109435
"b",33,"tur",3478.79834911377
"b",33,"ukr",2104.07270657334
"b",33,"usa",3163.71654025838
"b",33,"vnm",1675.7571961741
"b",33,"zaf",3420.23196486706
"b",34,"arg",2895.53498420948
"b",34,"aus",3673.32233108811
"b",34,"aut",5003.92121166896
"b",34,"bel",7312.880584184
"b",34,"bgr",6644.4286929055
"b",34,"blt",7049.14844808181
"b",34,"bra",308.268180937094
"b",34,"can",1661.2236581903
"b",34,"chl",3796.09407170932
"b",34,"chn",2129.73106779547
"b",34,"cor",4084.77595187148
"b",34,"cro",13717.1088652447
"b",34,"dnk",4490.15779398366
"b",34,"egy",5838.57534656868
"b",34,"esp",9038.12046680793
"b",34,"fin",5088.38189578684
"b",34,"fra",1924.99875993735
"b",34,"gbr",2602.99896711378
"b",34,"golf57",4424.38242626521
"b",34,"grc",6523.82419253399
"b",34,"hun",7416.15304726845
"b",34,"idn",1990.32712767754
"b",34,"irl",5399.48716413434
"b",34,"ita",11383.4545557602
"b",34,"jpn",11283.6491127584
"b",34,"meme",10059.0646816598
"b",34,"mex",8520.39659242988
"b",34,"mys",4516.950045567
"b",34,"nde",1783.08555178958
"b",34,"nld",8411.70518198938
"b",34,"noan",4386.58303224178
"b",34,"noap",3717.46373553367
"b",34,"nor",4700.49263933474
"b",34,"oeu",4055.7817198165
"b",34,"osea",2918.93520917065
"b",34,"pol",1686.33352262126
"b",34,"prt",9310.93276854518
"b",34,"rcam",5301.10645648473
"b",34,"rcz",3123.26407746884
"b",34,"rfa",7691.12098383152
"b",34,"ris",1284.59643645293
"b",34,"rjan57",3396.03145488483
"b",34,"rom",8936.61771172307
"b",34,"rsaf",4404.75337883699
"b",34,"rsam",2835.70951155697
"b",34,"rsas",3667.48055065396
"b",34,"rsl",9635.07353082936
"b",34,"rus",2591.15185309188
"b",34,"slo",13155.5222222554
"b",34,"sui",8260.26224108735
"b",34,"swe",7350.32460434705
"b",34,"tha",3532.63825109435
"b",34,"tur",3478.79834911377
"b",34,"ukr",2104.07270657334
"b",34,"usa",3163.71654025838
"b",34,"vnm",1675.7571961741
"b",34,"zaf",3420.23196486706
"b",35,"arg",2895.53498420948
"b",35,"aus",3673.32233108811
"b",35,"aut",5003.92121166896
"b",35,"bel",7312.880584184
"b",35,"bgr",6644.4286929055
"b",35,"blt",7049.14844808181
"b",35,"bra",308.268180937094
"b",35,"can",1661.2236581903
"b",35,"chl",3796.09407170932
"b",35,"chn",2129.73106779547
"b",35,"cor",4084.77595187148
"b",35,"cro",13717.1088652447
"b",35,"dnk",4490.15779398366
"b",35,"egy",5838.57534656868
"b",35,"esp",9038.12046680793
"b",35,"fin",5088.38189578684
"b",35,"fra",1924.99875993735
"b",35,"gbr",2602.99896711378
"b",35,"golf57",4424.38242626521
"b",35,"grc",6523.82419253399
"b",35,"hun",7416.15304726845
"b",35,"idn",1990.32712767754
"b",35,"irl",5399.48716413434
"b",35,"ita",11383.4545557602
"b",35,"jpn",11283.6491127584
"b",35,"meme",10059.0646816598
"b",35,"mex",8520.39659242988
"b",35,"mys",4516.950045567
"b",35,"nde",1783.08555178958
"b",35,"nld",8411.70518198938
"b",35,"noan",4386.58303224178
"b",35,"noap",3717.46373553367
"b",35,"nor",4700.49263933474
"b",35,"oeu",4055.7817198165
"b",35,"osea",2918.93520917065
"b",35,"pol",1686.33352262126
"b",35,"prt",9310.93276854518
"b",35,"rcam",5301.10645648473
"b",35,"rcz",3123.26407746884
"b",35,"rfa",7691.12098383152
"b",35,"ris",1284.59643645293
"b",35,"rjan57",3396.03145488483
"b",35,"rom",8936.61771172307
"b",35,"rsaf",4404.75337883699
"b",35,"rsam",2835.70951155697
"b",35,"rsas",3667.48055065396
"b",35,"rsl",9635.07353082936
"b",35,"rus",2591.15185309188
"b",35,"slo",13155.5222222554
"b",35,"sui",8260.26224108735
"b",35,"swe",7350.32460434705
"b",35,"tha",3532.63825109435
"b",35,"tur",3478.79834911377
"b",35,"ukr",2104.07270657334
"b",35,"usa",3163.71654025838
"b",35,"vnm",1675.7571961741
"b",35,"zaf",3420.23196486706
"b",36,"arg",2895.53498420948
"b",36,"aus",3673.32233108811
"b",36,"aut",5003.92121166896
"b",36,"bel",7312.880584184
"b",36,"bgr",6644.4286929055
"b",36,"blt",7049.14844808181
"b",36,"bra",308.268180937094
"b",36,"can",1661.2236581903
"b",36,"chl",3796.09407170932
"b",36,"chn",2129.73106779547
"b",36,"cor",4084.77595187148
"b",36,"cro",13717.1088652447
"b",36,"dnk",4490.15779398366
"b",36,"egy",5838.57534656868
"b",36,"esp",9038.12046680793
"b",36,"fin",5088.38189578684
"b",36,"fra",1924.99875993735
"b",36,"gbr",2602.99896711378
"b",36,"golf57",4424.38242626521
"b",36,"grc",6523.82419253399
"b",36,"hun",7416.15304726845
"b",36,"idn",1990.32712767754
"b",36,"irl",5399.48716413434
"b",36,"ita",11383.4545557602
"b",36,"jpn",11283.6491127584
"b",36,"meme",10059.0646816598
"b",36,"mex",8520.39659242988
"b",36,"mys",4516.950045567
"b",36,"nde",1783.08555178958
"b",36,"nld",8411.70518198938
"b",36,"noan",4386.58303224178
"b",36,"noap",3717.46373553367
"b",36,"nor",4700.49263933474
"b",36,"oeu",4055.7817198165
"b",36,"osea",2918.93520917065
"b",36,"pol",1686.33352262126
"b",36,"prt",9310.93276854518
"b",36,"rcam",5301.10645648473
"b",36,"rcz",3123.26407746884
"b",36,"rfa",7691.12098383152
"b",36,"ris",1284.59643645293
"b",36,"rjan57",3396.03145488483
"b",36,"rom",8936.61771172307
"b",36,"rsaf",4404.75337883699
"b",36,"rsam",2835.70951155697
"b",36,"rsas",3667.48055065396
"b",36,"rsl",9635.07353082936
"b",36,"rus",2591.15185309188
"b",36,"slo",13155.5222222554
"b",36,"sui",8260.26224108735
"b",36,"swe",7350.32460434705
"b",36,"tha",3532.63825109435
"b",36,"tur",3478.79834911377
"b",36,"ukr",2104.07270657334
"b",36,"usa",3163.71654025838
"b",36,"vnm",1675.7571961741
"b",36,"zaf",3420.23196486706
"b",37,"arg",2895.53498420948
"b",37,"aus",3673.32233108811
"b",37,"aut",5003.92121166896
"b",37,"bel",7312.880584184
"b",37,"bgr",6644.4286929055
"b",37,"blt",7049.14844808181
"b",37,"bra",308.268180937094
"b",37,"can",1661.2236581903
"b",37,"chl",3796.09407170932
"b",37,"chn",2129.73106779547
"b",37,"cor",4084.77595187148
"b",37,"cro",13717.1088652447
"b",37,"dnk",4490.15779398366
"b",37,"egy",5838.57534656868
"b",37,"esp",9038.12046680793
"b",37,"fin",5088.38189578684
"b",37,"fra",1924.99875993735
"b",37,"gbr",2602.99896711378
"b",37,"golf57",4424.38242626521
"b",37,"grc",6523.82419253399
"b",37,"hun",7416.15304726845
"b",37,"idn",1990.32712767754
"b",37,"irl",5399.48716413434
"b",37,"ita",11383.4545557602
"b",37,"jpn",11283.6491127584
"b",37,"meme",10059.0646816598
"b",37,"mex",8520.39659242988
"b",37,"mys",4516.950045567
"b",37,"nde",1783.08555178958
"b",37,"nld",8411.70518198938
"b",37,"noan",4386.58303224178
"b",37,"noap",3717.46373553367
"b",37,"nor",4700.49263933474
"b",37,"oeu",4055.7817198165
"b",37,"osea",2918.93520917065
"b",37,"pol",1686.33352262126
"b",37,"prt",9310.93276854518
"b",37,"rcam",5301.10645648473
"b",37,"rcz",3123.26407746884
"b",37,"rfa",7691.12098383152
"b",37,"ris",1284.59643645293
"b",37,"rjan57",3396.03145488483
"b",37,"rom",8936.61771172307
"b",37,"rsaf",4404.75337883699
"b",37,"rsam",2835.70951155697
"b",37,"rsas",3667.48055065396
"b",37,"rsl",9635.07353082936
"b",37,"rus",2591.15185309188
"b",37,"slo",13155.5222222554
"b",37,"sui",8260.26224108735
"b",37,"swe",7350.32460434705
"b",37,"tha",3532.63825109435
"b",37,"tur",3478.79834911377
"b",37,"ukr",2104.07270657334
"b",37,"usa",3163.71654025838
"b",37,"vnm",1675.7571961741
"b",37,"zaf",3420.23196486706
"b",38,"arg",2895.53498420948
"b",38,"aus",3673.32233108811
"b",38,"aut",5003.92121166896
"b",38,"bel",7312.880584184
"b",38,"bgr",6644.4286929055
"b",38,"blt",7049.14844808181
"b",38,"bra",308.268180937094
"b",38,"can",1661.2236581903
"b",38,"chl",3796.09407170932
"b",38,"chn",2129.73106779547
"b",38,"cor",4084.77595187148
"b",38,"cro",13717.1088652447
"b",38,"dnk",4490.15779398366
"b",38,"egy",5838.57534656868
"b",38,"esp",9038.12046680793
"b",38,"fin",5088.38189578684
"b",38,"fra",1924.99875993735
"b",38,"gbr",2602.99896711378
"b",38,"golf57",4424.38242626521
"b",38,"grc",6523.82419253399
"b",38,"hun",7416.15304726845
"b",38,"idn",1990.32712767754
"b",38,"irl",5399.48716413434
"b",38,"ita",11383.4545557602
"b",38,"jpn",11283.6491127584
"b",38,"meme",10059.0646816598
"b",38,"mex",8520.39659242988
"b",38,"mys",4516.950045567
"b",38,"nde",1783.08555178958
"b",38,"nld",8411.70518198938
"b",38,"noan",4386.58303224178
"b",38,"noap",3717.46373553367
"b",38,"nor",4700.49263933474
"b",38,"oeu",4055.7817198165
"b",38,"osea",2918.93520917065
"b",38,"pol",1686.33352262126
"b",38,"prt",9310.93276854518
"b",38,"rcam",5301.10645648473
"b",38,"rcz",3123.26407746884
"b",38,"rfa",7691.12098383152
"b",38,"ris",1284.59643645293
"b",38,"rjan57",3396.03145488483
"b",38,"rom",8936.61771172307
"b",38,"rsaf",4404.75337883699
"b",38,"rsam",2835.70951155697
"b",38,"rsas",3667.48055065396
"b",38,"rsl",9635.07353082936
"b",38,"rus",2591.15185309188
"b",38,"slo",13155.5222222554
"b",38,"sui",8260.26224108735
"b",38,"swe",7350.32460434705
"b",38,"tha",3532.63825109435
"b",38,"tur",3478.79834911377
"b",38,"ukr",2104.07270657334
"b",38,"usa",3163.71654025838
"b",38,"vnm",1675.7571961741
"b",38,"zaf",3420.23196486706
"b",39,"arg",2895.53498420948
"b",39,"aus",3673.32233108811
"b",39,"aut",5003.92121166896
"b",39,"bel",7312.880584184
"b",39,"bgr",6644.4286929055
"b",39,"blt",7049.14844808181
"b",39,"bra",308.268180937094
"b",39,"can",1661.2236581903
"b",39,"chl",3796.09407170932
"b",39,"chn",2129.73106779547
"b",39,"cor",4084.77595187148
"b",39,"cro",13717.1088652447
"b",39,"dnk",4490.15779398366
"b",39,"egy",5838.57534656868
"b",39,"esp",9038.12046680793
"b",39,"fin",5088.38189578684
"b",39,"fra",1924.99875993735
"b",39,"gbr",2602.99896711378
"b",39,"golf57",4424.38242626521
"b",39,"grc",6523.82419253399
"b",39,"hun",7416.15304726845
"b",39,"idn",1990.32712767754
"b",39,"irl",5399.48716413434
"b",39,"ita",11383.4545557602
"b",39,"jpn",11283.6491127584
"b",39,"meme",10059.0646816598
"b",39,"mex",8520.39659242988
"b",39,"mys",4516.950045567
"b",39,"nde",1783.08555178958
"b",39,"nld",8411.70518198938
"b",39,"noan",4386.58303224178
"b",39,"noap",3717.46373553367
"b",39,"nor",4700.49263933474
"b",39,"oeu",4055.7817198165
"b",39,"osea",2918.93520917065
"b",39,"pol",1686.33352262126
"b",39,"prt",9310.93276854518
"b",39,"rcam",5301.10645648473
"b",39,"rcz",3123.26407746884
"b",39,"rfa",7691.12098383152
"b",39,"ris",1284.59643645293
"b",39,"rjan57",3396.03145488483
"b",39,"rom",8936.61771172307
"b",39,"rsaf",4404.75337883699
"b",39,"rsam",2835.70951155697
"b",39,"rsas",3667.48055065396
"b",39,"rsl",9635.07353082936
"b",39,"rus",2591.15185309188
"b",39,"slo",13155.5222222554
"b",39,"sui",8260.26224108735
"b",39,"swe",7350.32460434705
"b",39,"tha",3532.63825109435
"b",39,"tur",3478.79834911377
"b",39,"ukr",2104.07270657334
"b",39,"usa",3163.71654025838
"b",39,"vnm",1675.7571961741
"b",39,"zaf",3420.23196486706
"b",40,"arg",2895.53498420948
"b",40,"aus",3673.32233108811
"b",40,"aut",5003.92121166896
"b",40,"bel",7312.880584184
"b",40,"bgr",6644.4286929055
"b",40,"blt",7049.14844808181
"b",40,"bra",308.268180937094
"b",40,"can",1661.2236581903
"b",40,"chl",3796.09407170932
"b",40,"chn",2129.73106779547
"b",40,"cor",4084.77595187148
"b",40,"cro",13717.1088652447
"b",40,"dnk",4490.15779398366
"b",40,"egy",5838.57534656868
"b",40,"esp",9038.12046680793
"b",40,"fin",5088.38189578684
"b",40,"fra",1924.99875993735
"b",40,"gbr",2602.99896711378
"b",40,"golf57",4424.38242626521
"b",40,"grc",6523.82419253399
"b",40,"hun",7416.15304726845
"b",40,"idn",1990.32712767754
"b",40,"irl",5399.48716413434
"b",40,"ita",11383.4545557602
"b",40,"jpn",11283.6491127584
"b",40,"meme",10059.0646816598
"b",40,"mex",8520.39659242988
"b",40,"mys",4516.950045567
"b",40,"nde",1783.08555178958
"b",40,"nld",8411.70518198938
"b",40,"noan",4386.58303224178
"b",40,"noap",3717.46373553367
"b",40,"nor",4700.49263933474
"b",40,"oeu",4055.7817198165
"b",40,"osea",2918.93520917065
"b",40,"pol",1686.33352262126
"b",40,"prt",9310.93276854518
"b",40,"rcam",5301.10645648473
"b",40,"rcz",3123.26407746884
"b",40,"rfa",7691.12098383152
"b",40,"ris",1284.59643645293
"b",40,"rjan57",3396.03145488483
"b",40,"rom",8936.61771172307
"b",40,"rsaf",4404.75337883699
"b",40,"rsam",2835.70951155697
"b",40,"rsas",3667.48055065396
"b",40,"rsl",9635.07353082936
"b",40,"rus",2591.15185309188
"b",40,"slo",13155.5222222554
"b",40,"sui",8260.26224108735
"b",40,"swe",7350.32460434705
"b",40,"tha",3532.63825109435
"b",40,"tur",3478.79834911377
"b",40,"ukr",2104.07270657334
"b",40,"usa",3163.71654025838
"b",40,"vnm",1675.7571961741
"b",40,"zaf",3420.23196486706
"b",41,"arg",2895.53498420948
"b",41,"aus",3673.32233108811
"b",41,"aut",5003.92121166896
"b",41,"bel",7312.880584184
"b",41,"bgr",6644.4286929055
"b",41,"blt",7049.14844808181
"b",41,"bra",308.268180937094
"b",41,"can",1661.2236581903
"b",41,"chl",3796.09407170932
"b",41,"chn",2129.73106779547
"b",41,"cor",4084.77595187148
"b",41,"cro",13717.1088652447
"b",41,"dnk",4490.15779398366
"b",41,"egy",5838.57534656868
"b",41,"esp",9038.12046680793
"b",41,"fin",5088.38189578684
"b",41,"fra",1924.99875993735
"b",41,"gbr",2602.99896711378
"b",41,"golf57",4424.38242626521
"b",41,"grc",6523.82419253399
"b",41,"hun",7416.15304726845
"b",41,"idn",1990.32712767754
"b",41,"irl",5399.48716413434
"b",41,"ita",11383.4545557602
"b",41,"jpn",11283.6491127584
"b",41,"meme",10059.0646816598
"b",41,"mex",8520.39659242988
"b",41,"mys",4516.950045567
"b",41,"nde",1783.08555178958
"b",41,"nld",8411.70518198938
"b",41,"noan",4386.58303224178
"b",41,"noap",3717.46373553367
"b",41,"nor",4700.49263933474
"b",41,"oeu",4055.7817198165
"b",41,"osea",2918.93520917065
"b",41,"pol",1686.33352262126
"b",41,"prt",9310.93276854518
"b",41,"rcam",5301.10645648473
"b",41,"rcz",3123.26407746884
"b",41,"rfa",7691.12098383152
"b",41,"ris",1284.59643645293
"b",41,"rjan57",3396.03145488483
"b",41,"rom",8936.61771172307
"b",41,"rsaf",4404.75337883699
"b",41,"rsam",2835.70951155697
"b",41,"rsas",3667.48055065396
"b",41,"rsl",9635.07353082936
"b",41,"rus",2591.15185309188
"b",41,"slo",13155.5222222554
"b",41,"sui",8260.26224108735
"b",41,"swe",7350.32460434705
"b",41,"tha",3532.63825109435
"b",41,"tur",3478.79834911377
"b",41,"ukr",2104.07270657334
"b",41,"usa",3163.71654025838
"b",41,"vnm",1675.7571961741
"b",41,"zaf",3420.23196486706
"b",42,"arg",2895.53498420948
"b",42,"aus",3673.32233108811
"b",42,"aut",5003.92121166896
"b",42,"bel",7312.880584184
"b",42,"bgr",6644.4286929055
"b",42,"blt",7049.14844808181
"b",42,"bra",308.268180937094
"b",42,"can",1661.2236581903
"b",42,"chl",3796.09407170932
"b",42,"chn",2129.73106779547
"b",42,"cor",4084.77595187148
"b",42,"cro",13717.1088652447
"b",42,"dnk",4490.15779398366
"b",42,"egy",5838.57534656868
"b",42,"esp",9038.12046680793
"b",42,"fin",5088.38189578684
"b",42,"fra",1924.99875993735
"b",42,"gbr",2602.99896711378
"b",42,"golf57",4424.38242626521
"b",42,"grc",6523.82419253399
"b",42,"hun",7416.15304726845
"b",42,"idn",1990.32712767754
"b",42,"irl",5399.48716413434
"b",42,"ita",11383.4545557602
"b",42,"jpn",11283.6491127584
"b",42,"meme",10059.0646816598
"b",42,"mex",8520.39659242988
"b",42,"mys",4516.950045567
"b",42,"nde",1783.08555178958
"b",42,"nld",8411.70518198938
"b",42,"noan",4386.58303224178
"b",42,"noap",3717.46373553367
"b",42,"nor",4700.49263933474
"b",42,"oeu",4055.7817198165
"b",42,"osea",2918.93520917065
"b",42,"pol",1686.33352262126
"b",42,"prt",9310.93276854518
"b",42,"rcam",5301.10645648473
"b",42,"rcz",3123.26407746884
"b",42,"rfa",7691.12098383152
"b",42,"ris",1284.59643645293
"b",42,"rjan57",3396.03145488483
"b",42,"rom",8936.61771172307
"b",42,"rsaf",4404.75337883699
"b",42,"rsam",2835.70951155697
"b",42,"rsas",3667.48055065396
"b",42,"rsl",9635.07353082936
"b",42,"rus",2591.15185309188
"b",42,"slo",13155.5222222554
"b",42,"sui",8260.26224108735
"b",42,"swe",7350.32460434705
"b",42,"tha",3532.63825109435
"b",42,"tur",3478.79834911377
"b",42,"ukr",2104.07270657334
"b",42,"usa",3163.71654025838
"b",42,"vnm",1675.7571961741
"b",42,"zaf",3420.23196486706
"b",43,"arg",2895.53498420948
"b",43,"aus",3673.32233108811
"b",43,"aut",5003.92121166896
"b",43,"bel",7312.880584184
"b",43,"bgr",6644.4286929055
"b",43,"blt",7049.14844808181
"b",43,"bra",308.268180937094
"b",43,"can",1661.2236581903
"b",43,"chl",3796.09407170932
"b",43,"chn",2129.73106779547
"b",43,"cor",4084.77595187148
"b",43,"cro",13717.1088652447
"b",43,"dnk",4490.15779398366
"b",43,"egy",5838.57534656868
"b",43,"esp",9038.12046680793
"b",43,"fin",5088.38189578684
"b",43,"fra",1924.99875993735
"b",43,"gbr",2602.99896711378
"b",43,"golf57",4424.38242626521
"b",43,"grc",6523.82419253399
"b",43,"hun",7416.15304726845
"b",43,"idn",1990.32712767754
"b",43,"irl",5399.48716413434
"b",43,"ita",11383.4545557602
"b",43,"jpn",11283.6491127584
"b",43,"meme",10059.0646816598
"b",43,"mex",8520.39659242988
"b",43,"mys",4516.950045567
"b",43,"nde",1783.08555178958
"b",43,"nld",8411.70518198938
"b",43,"noan",4386.58303224178
"b",43,"noap",3717.46373553367
"b",43,"nor",4700.49263933474
"b",43,"oeu",4055.7817198165
"b",43,"osea",2918.93520917065
"b",43,"pol",1686.33352262126
"b",43,"prt",9310.93276854518
"b",43,"rcam",5301.10645648473
"b",43,"rcz",3123.26407746884
"b",43,"rfa",7691.12098383152
"b",43,"ris",1284.59643645293
"b",43,"rjan57",3396.03145488483
"b",43,"rom",8936.61771172307
"b",43,"rsaf",4404.75337883699
"b",43,"rsam",2835.70951155697
"b",43,"rsas",3667.48055065396
"b",43,"rsl",9635.07353082936
"b",43,"rus",2591.15185309188
"b",43,"slo",13155.5222222554
"b",43,"sui",8260.26224108735
"b",43,"swe",7350.32460434705
"b",43,"tha",3532.63825109435
"b",43,"tur",3478.79834911377
"b",43,"ukr",2104.07270657334
"b",43,"usa",3163.71654025838
"b",43,"vnm",1675.7571961741
"b",43,"zaf",3420.23196486706
"b",44,"arg",2895.53498420948
"b",44,"aus",3673.32233108811
"b",44,"aut",5003.92121166896
"b",44,"bel",7312.880584184
"b",44,"bgr",6644.4286929055
"b",44,"blt",7049.14844808181
"b",44,"bra",308.268180937094
"b",44,"can",1661.2236581903
"b",44,"chl",3796.09407170932
"b",44,"chn",2129.73106779547
"b",44,"cor",4084.77595187148
"b",44,"cro",13717.1088652447
"b",44,"dnk",4490.15779398366
"b",44,"egy",5838.57534656868
"b",44,"esp",9038.12046680793
"b",44,"fin",5088.38189578684
"b",44,"fra",1924.99875993735
"b",44,"gbr",2602.99896711378
"b",44,"golf57",4424.38242626521
"b",44,"grc",6523.82419253399
"b",44,"hun",7416.15304726845
"b",44,"idn",1990.32712767754
"b",44,"irl",5399.48716413434
"b",44,"ita",11383.4545557602
"b",44,"jpn",11283.6491127584
"b",44,"meme",10059.0646816598
"b",44,"mex",8520.39659242988
"b",44,"mys",4516.950045567
"b",44,"nde",1783.08555178958
"b",44,"nld",8411.70518198938
"b",44,"noan",4386.58303224178
"b",44,"noap",3717.46373553367
"b",44,"nor",4700.49263933474
"b",44,"oeu",4055.7817198165
"b",44,"osea",2918.93520917065
"b",44,"pol",1686.33352262126
"b",44,"prt",9310.93276854518
"b",44,"rcam",5301.10645648473
"b",44,"rcz",3123.26407746884
"b",44,"rfa",7691.12098383152
"b",44,"ris",1284.59643645293
"b",44,"rjan57",3396.03145488483
"b",44,"rom",8936.61771172307
"b",44,"rsaf",4404.75337883699
"b",44,"rsam",2835.70951155697
"b",44,"rsas",3667.48055065396
"b",44,"rsl",9635.07353082936
"b",44,"rus",2591.15185309188
"b",44,"slo",13155.5222222554
"b",44,"sui",8260.26224108735
"b",44,"swe",7350.32460434705
"b",44,"tha",3532.63825109435
"b",44,"tur",3478.79834911377
"b",44,"ukr",2104.07270657334
"b",44,"usa",3163.71654025838
"b",44,"vnm",1675.7571961741
"b",44,"zaf",3420.23196486706
"b",45,"arg",2895.53498420948
"b",45,"aus",3673.32233108811
"b",45,"aut",5003.92121166896
"b",45,"bel",7312.880584184
"b",45,"bgr",6644.4286929055
"b",45,"blt",7049.14844808181
"b",45,"bra",308.268180937094
"b",45,"can",1661.2236581903
"b",45,"chl",3796.09407170932
"b",45,"chn",2129.73106779547
"b",45,"cor",4084.77595187148
"b",45,"cro",13717.1088652447
"b",45,"dnk",4490.15779398366
"b",45,"egy",5838.57534656868
"b",45,"esp",9038.12046680793
"b",45,"fin",5088.38189578684
"b",45,"fra",1924.99875993735
"b",45,"gbr",2602.99896711378
"b",45,"golf57",4424.38242626521
"b",45,"grc",6523.82419253399
"b",45,"hun",7416.15304726845
"b",45,"idn",1990.32712767754
"b",45,"irl",5399.48716413434
"b",45,"ita",11383.4545557602
"b",45,"jpn",11283.6491127584
"b",45,"meme",10059.0646816598
"b",45,"mex",8520.39659242988
"b",45,"mys",4516.950045567
"b",45,"nde",1783.08555178958
"b",45,"nld",8411.70518198938
"b",45,"noan",4386.58303224178
"b",45,"noap",3717.46373553367
"b",45,"nor",4700.49263933474
"b",45,"oeu",4055.7817198165
"b",45,"osea",2918.93520917065
"b",45,"pol",1686.33352262126
"b",45,"prt",9310.93276854518
"b",45,"rcam",5301.10645648473
"b",45,"rcz",3123.26407746884
"b",45,"rfa",7691.12098383152
"b",45,"ris",1284.59643645293
"b",45,"rjan57",3396.03145488483
"b",45,"rom",8936.61771172307
"b",45,"rsaf",4404.75337883699
"b",45,"rsam",2835.70951155697
"b",45,"rsas",3667.48055065396
"b",45,"rsl",9635.07353082936
"b",45,"rus",2591.15185309188
"b",45,"slo",13155.5222222554
"b",45,"sui",8260.26224108735
"b",45,"swe",7350.32460434705
"b",45,"tha",3532.63825109435
"b",45,"tur",3478.79834911377
"b",45,"ukr",2104.07270657334
"b",45,"usa",3163.71654025838
"b",45,"vnm",1675.7571961741
"b",45,"zaf",3420.23196486706
"b",46,"arg",2895.53498420948
"b",46,"aus",3673.32233108811
"b",46,"aut",5003.92121166896
"b",46,"bel",7312.880584184
"b",46,"bgr",6644.4286929055
"b",46,"blt",7049.14844808181
"b",46,"bra",308.268180937094
"b",46,"can",1661.2236581903
"b",46,"chl",3796.09407170932
"b",46,"chn",2129.73106779547
"b",46,"cor",4084.77595187148
"b",46,"cro",13717.1088652447
"b",46,"dnk",4490.15779398366
"b",46,"egy",5838.57534656868
"b",46,"esp",9038.12046680793
"b",46,"fin",5088.38189578684
"b",46,"fra",1924.99875993735
"b",46,"gbr",2602.99896711378
"b",46,"golf57",4424.38242626521
"b",46,"grc",6523.82419253399
"b",46,"hun",7416.15304726845
"b",46,"idn",1990.32712767754
"b",46,"irl",5399.48716413434
"b",46,"ita",11383.4545557602
"b",46,"jpn",11283.6491127584
"b",46,"meme",10059.0646816598
"b",46,"mex",8520.39659242988
"b",46,"mys",4516.950045567
