"","V1","n","V3","value"
"1067","COACCH_SLR_Ad","rfa","p975",12.429953
"1068","COACCH_SLR_Ad","ris","p025",0.537676
"1069","COACCH_SLR_Ad","ris","p05",0.72109
"1070","COACCH_SLR_Ad","ris","p16",0.768177
"1071","COACCH_SLR_Ad","ris","p25",0.861176
"1072","COACCH_SLR_Ad","ris","p33",0.882679
"1073","COACCH_SLR_Ad","ris","p50",0.999999
"1074","COACCH_SLR_Ad","ris","p67",1.048282
"1075","COACCH_SLR_Ad","ris","p75",1.077402
"1076","COACCH_SLR_Ad","ris","p84",1.236545
"1077","COACCH_SLR_Ad","ris","p95",1.459171
"1078","COACCH_SLR_Ad","ris","p975",1.561176
"1079","COACCH_SLR_Ad","rjan57","p025",0.432041
"1080","COACCH_SLR_Ad","rjan57","p05",0.595723
"1081","COACCH_SLR_Ad","rjan57","p16",0.826764
"1082","COACCH_SLR_Ad","rjan57","p25",0.878149
"1083","COACCH_SLR_Ad","rjan57","p33",0.93798
"1084","COACCH_SLR_Ad","rjan57","p50",1
"1085","COACCH_SLR_Ad","rjan57","p67",1.139822
"1086","COACCH_SLR_Ad","rjan57","p75",1.166258
"1087","COACCH_SLR_Ad","rjan57","p84",1.273849
"1088","COACCH_SLR_Ad","rjan57","p95",1.480764
"1089","COACCH_SLR_Ad","rjan57","p975",1.564993
"1090","COACCH_SLR_Ad","rom","p025",0.229856
"1091","COACCH_SLR_Ad","rom","p05",0.233403
"1092","COACCH_SLR_Ad","rom","p16",0.269345
"1093","COACCH_SLR_Ad","rom","p25",0.286641
"1094","COACCH_SLR_Ad","rom","p33",0.333314
"1095","COACCH_SLR_Ad","rom","p50",1
"1096","COACCH_SLR_Ad","rom","p67",8.987832
"1097","COACCH_SLR_Ad","rom","p75",9.443007
"1098","COACCH_SLR_Ad","rom","p84",10.300459
"1099","COACCH_SLR_Ad","rom","p95",12.242299
"1100","COACCH_SLR_Ad","rom","p975",12.429953
"1101","COACCH_SLR_Ad","rsaf","p025",1.808623
"1102","COACCH_SLR_Ad","rsaf","p05",1.686531
"1103","COACCH_SLR_Ad","rsaf","p16",1.431105
"1104","COACCH_SLR_Ad","rsaf","p25",1.357707
"1105","COACCH_SLR_Ad","rsaf","p33",1.238684
"1106","COACCH_SLR_Ad","rsaf","p50",1
"1107","COACCH_SLR_Ad","rsaf","p67",0.036887
"1108","COACCH_SLR_Ad","rsaf","p75",-0.505439
"1109","COACCH_SLR_Ad","rsaf","p84",-0.920524
"1110","COACCH_SLR_Ad","rsaf","p95",-1.489092
"1111","COACCH_SLR_Ad","rsaf","p975",-1.748287
"1112","COACCH_SLR_Ad","rsam","p025",0.503152
"1113","COACCH_SLR_Ad","rsam","p05",0.5658
"1114","COACCH_SLR_Ad","rsam","p16",0.698522
"1115","COACCH_SLR_Ad","rsam","p25",0.81367
"1116","COACCH_SLR_Ad","rsam","p33",0.831738
"1117","COACCH_SLR_Ad","rsam","p50",0.999992
"1118","COACCH_SLR_Ad","rsam","p67",1.220304
"1119","COACCH_SLR_Ad","rsam","p75",1.306651
"1120","COACCH_SLR_Ad","rsam","p84",1.484902
"1121","COACCH_SLR_Ad","rsam","p95",1.842673
"1122","COACCH_SLR_Ad","rsam","p975",1.955863
"1123","COACCH_SLR_Ad","rsas","p025",0.402179
"1124","COACCH_SLR_Ad","rsas","p05",0.449957
"1125","COACCH_SLR_Ad","rsas","p16",0.541012
"1126","COACCH_SLR_Ad","rsas","p25",0.61516
"1127","COACCH_SLR_Ad","rsas","p33",0.703223
"1128","COACCH_SLR_Ad","rsas","p50",1.000029
"1129","COACCH_SLR_Ad","rsas","p67",1.739436
"1130","COACCH_SLR_Ad","rsas","p75",2.123154
"1131","COACCH_SLR_Ad","rsas","p84",2.542241
"1132","COACCH_SLR_Ad","rsas","p95",3.487102
"1133","COACCH_SLR_Ad","rsas","p975",4.470881
"1134","COACCH_SLR_Ad","rsl","p025",0.229856
"1135","COACCH_SLR_Ad","rsl","p05",0.233403
"1136","COACCH_SLR_Ad","rsl","p16",0.269345
"1137","COACCH_SLR_Ad","rsl","p25",0.286641
"1138","COACCH_SLR_Ad","rsl","p33",0.333314
"1139","COACCH_SLR_Ad","rsl","p50",1
"1140","COACCH_SLR_Ad","rsl","p67",8.987832
"1141","COACCH_SLR_Ad","rsl","p75",9.443007
"1142","COACCH_SLR_Ad","rsl","p84",10.300459
"1143","COACCH_SLR_Ad","rsl","p95",12.242299
"1144","COACCH_SLR_Ad","rsl","p975",12.429953
"1145","COACCH_SLR_Ad","rus","p025",0.537676
"1146","COACCH_SLR_Ad","rus","p05",0.72109
"1147","COACCH_SLR_Ad","rus","p16",0.768177
"1148","COACCH_SLR_Ad","rus","p25",0.861176
"1149","COACCH_SLR_Ad","rus","p33",0.882679
"1150","COACCH_SLR_Ad","rus","p50",0.999999
"1151","COACCH_SLR_Ad","rus","p67",1.048282
"1152","COACCH_SLR_Ad","rus","p75",1.077402
"1153","COACCH_SLR_Ad","rus","p84",1.236545
"1154","COACCH_SLR_Ad","rus","p95",1.459171
"1155","COACCH_SLR_Ad","rus","p975",1.561176
"1156","COACCH_SLR_Ad","slo","p025",0.229856
"1157","COACCH_SLR_Ad","slo","p05",0.233403
"1158","COACCH_SLR_Ad","slo","p16",0.269345
"1159","COACCH_SLR_Ad","slo","p25",0.286641
"1160","COACCH_SLR_Ad","slo","p33",0.333314
"1161","COACCH_SLR_Ad","slo","p50",1
"1162","COACCH_SLR_Ad","slo","p67",8.987832
"1163","COACCH_SLR_Ad","slo","p75",9.443007
"1164","COACCH_SLR_Ad","slo","p84",10.300459
"1165","COACCH_SLR_Ad","slo","p95",12.242299
"1166","COACCH_SLR_Ad","slo","p975",12.429953
"1167","COACCH_SLR_Ad","sui","p025",0.229856
"1168","COACCH_SLR_Ad","sui","p05",0.233403
"1169","COACCH_SLR_Ad","sui","p16",0.269345
"1170","COACCH_SLR_Ad","sui","p25",0.286641
"1171","COACCH_SLR_Ad","sui","p33",0.333314
"1172","COACCH_SLR_Ad","sui","p50",1
"1173","COACCH_SLR_Ad","sui","p67",8.987832
"1174","COACCH_SLR_Ad","sui","p75",9.443007
"1175","COACCH_SLR_Ad","sui","p84",10.300459
"1176","COACCH_SLR_Ad","sui","p95",12.242299
"1177","COACCH_SLR_Ad","sui","p975",12.429953
"1178","COACCH_SLR_Ad","swe","p025",0.229856
"1179","COACCH_SLR_Ad","swe","p05",0.233403
"1180","COACCH_SLR_Ad","swe","p16",0.269345
"1181","COACCH_SLR_Ad","swe","p25",0.286641
"1182","COACCH_SLR_Ad","swe","p33",0.333314
"1183","COACCH_SLR_Ad","swe","p50",1
"1184","COACCH_SLR_Ad","swe","p67",8.987832
"1185","COACCH_SLR_Ad","swe","p75",9.443007
"1186","COACCH_SLR_Ad","swe","p84",10.300459
"1187","COACCH_SLR_Ad","swe","p95",12.242299
"1188","COACCH_SLR_Ad","swe","p975",12.429953
"1189","COACCH_SLR_Ad","tha","p025",0.475163
"1190","COACCH_SLR_Ad","tha","p05",0.523946
"1191","COACCH_SLR_Ad","tha","p16",0.881237
"1192","COACCH_SLR_Ad","tha","p25",0.907338
"1193","COACCH_SLR_Ad","tha","p33",0.925729
"1194","COACCH_SLR_Ad","tha","p50",1
"1195","COACCH_SLR_Ad","tha","p67",1.058813
"1196","COACCH_SLR_Ad","tha","p75",1.119132
"1197","COACCH_SLR_Ad","tha","p84",1.199209
"1198","COACCH_SLR_Ad","tha","p95",1.322819
"1199","COACCH_SLR_Ad","tha","p975",1.416811
"1200","COACCH_SLR_Ad","tur","p025",0.537676
"1201","COACCH_SLR_Ad","tur","p05",0.72109
"1202","COACCH_SLR_Ad","tur","p16",0.768177
"1203","COACCH_SLR_Ad","tur","p25",0.861176
"1204","COACCH_SLR_Ad","tur","p33",0.882679
"1205","COACCH_SLR_Ad","tur","p50",0.999999
"1206","COACCH_SLR_Ad","tur","p67",1.048282
"1207","COACCH_SLR_Ad","tur","p75",1.077402
"1208","COACCH_SLR_Ad","tur","p84",1.236545
"1209","COACCH_SLR_Ad","tur","p95",1.459171
"1210","COACCH_SLR_Ad","tur","p975",1.561176
"1211","COACCH_SLR_Ad","ukr","p025",0.537676
"1212","COACCH_SLR_Ad","ukr","p05",0.72109
"1213","COACCH_SLR_Ad","ukr","p16",0.768177
"1214","COACCH_SLR_Ad","ukr","p25",0.861176
"1215","COACCH_SLR_Ad","ukr","p33",0.882679
"1216","COACCH_SLR_Ad","ukr","p50",0.999999
"1217","COACCH_SLR_Ad","ukr","p67",1.048282
"1218","COACCH_SLR_Ad","ukr","p75",1.077402
"1219","COACCH_SLR_Ad","ukr","p84",1.236545
"1220","COACCH_SLR_Ad","ukr","p95",1.459171
"1221","COACCH_SLR_Ad","ukr","p975",1.561176
"1222","COACCH_SLR_Ad","usa","p025",0.212644
"1223","COACCH_SLR_Ad","usa","p05",0.348278
"1224","COACCH_SLR_Ad","usa","p16",0.752873
"1225","COACCH_SLR_Ad","usa","p25",0.852216
"1226","COACCH_SLR_Ad","usa","p33",0.903695
"1227","COACCH_SLR_Ad","usa","p50",1.00002
"1228","COACCH_SLR_Ad","usa","p67",1.122382
"1229","COACCH_SLR_Ad","usa","p75",1.158267
"1230","COACCH_SLR_Ad","usa","p84",1.181187
"1231","COACCH_SLR_Ad","usa","p95",1.399331
"1232","COACCH_SLR_Ad","usa","p975",1.431138
"1233","COACCH_SLR_Ad","vnm","p025",0.475163
"1234","COACCH_SLR_Ad","vnm","p05",0.523946
"1235","COACCH_SLR_Ad","vnm","p16",0.881237
"1236","COACCH_SLR_Ad","vnm","p25",0.907338
"1237","COACCH_SLR_Ad","vnm","p33",0.925729
"1238","COACCH_SLR_Ad","vnm","p50",1
"1239","COACCH_SLR_Ad","vnm","p67",1.058813
"1240","COACCH_SLR_Ad","vnm","p75",1.119132
"1241","COACCH_SLR_Ad","vnm","p84",1.199209
"1242","COACCH_SLR_Ad","vnm","p95",1.322819
"1243","COACCH_SLR_Ad","vnm","p975",1.416811
"1244","COACCH_SLR_Ad","zaf","p025",0.246604
"1245","COACCH_SLR_Ad","zaf","p05",0.545403
"1246","COACCH_SLR_Ad","zaf","p16",0.711147
"1247","COACCH_SLR_Ad","zaf","p25",0.798847
"1248","COACCH_SLR_Ad","zaf","p33",0.898414
"1249","COACCH_SLR_Ad","zaf","p50",1
"1250","COACCH_SLR_Ad","zaf","p67",1.147638
"1251","COACCH_SLR_Ad","zaf","p75",1.195126
"1252","COACCH_SLR_Ad","zaf","p84",1.35414
"1253","COACCH_SLR_Ad","zaf","p95",1.542336
"1254","COACCH_SLR_Ad","zaf","p975",1.752347
"1255","COACCH_SLR_NoAd","arg","p025",0.282397
"1256","COACCH_SLR_NoAd","arg","p05",0.490236
"1257","COACCH_SLR_NoAd","arg","p16",0.693548
"1258","COACCH_SLR_NoAd","arg","p25",0.785799
"1259","COACCH_SLR_NoAd","arg","p33",0.885448
"1260","COACCH_SLR_NoAd","arg","p50",1
"1261","COACCH_SLR_NoAd","arg","p67",1.127015
"1262","COACCH_SLR_NoAd","arg","p75",1.209036
"1263","COACCH_SLR_NoAd","arg","p84",1.292758
"1264","COACCH_SLR_NoAd","arg","p95",1.573013
"1265","COACCH_SLR_NoAd","arg","p975",1.773805
"1266","COACCH_SLR_NoAd","aus","p025",0.45551
"1267","COACCH_SLR_NoAd","aus","p05",0.54965
"1268","COACCH_SLR_NoAd","aus","p16",0.767893
"1269","COACCH_SLR_NoAd","aus","p25",0.841963
"1270","COACCH_SLR_NoAd","aus","p33",0.891737
"1271","COACCH_SLR_NoAd","aus","p50",1
"1272","COACCH_SLR_NoAd","aus","p67",1.13303
"1273","COACCH_SLR_NoAd","aus","p75",1.208567
"1274","COACCH_SLR_NoAd","aus","p84",1.332688
"1275","COACCH_SLR_NoAd","aus","p95",1.696694
"1276","COACCH_SLR_NoAd","aus","p975",1.966424
"1277","COACCH_SLR_NoAd","aut","p025",-0.066253
"1278","COACCH_SLR_NoAd","aut","p05",-0.024948
"1279","COACCH_SLR_NoAd","aut","p16",0.10128
"1280","COACCH_SLR_NoAd","aut","p25",0.248118
"1281","COACCH_SLR_NoAd","aut","p33",0.362221
"1282","COACCH_SLR_NoAd","aut","p50",1
"1283","COACCH_SLR_NoAd","aut","p67",4.131357
"1284","COACCH_SLR_NoAd","aut","p75",5.151254
"1285","COACCH_SLR_NoAd","aut","p84",6.099604
"1286","COACCH_SLR_NoAd","aut","p95",7.216593
"1287","COACCH_SLR_NoAd","aut","p975",7.795887
"1288","COACCH_SLR_NoAd","bel","p025",-0.066253
"1289","COACCH_SLR_NoAd","bel","p05",-0.024948
"1290","COACCH_SLR_NoAd","bel","p16",0.10128
"1291","COACCH_SLR_NoAd","bel","p25",0.248118
"1292","COACCH_SLR_NoAd","bel","p33",0.362221
"1293","COACCH_SLR_NoAd","bel","p50",1
"1294","COACCH_SLR_NoAd","bel","p67",4.131357
"1295","COACCH_SLR_NoAd","bel","p75",5.151254
"1296","COACCH_SLR_NoAd","bel","p84",6.099604
"1297","COACCH_SLR_NoAd","bel","p95",7.216593
"1298","COACCH_SLR_NoAd","bel","p975",7.795887
"1299","COACCH_SLR_NoAd","bgr","p025",-0.066253
"1300","COACCH_SLR_NoAd","bgr","p05",-0.024948
"1301","COACCH_SLR_NoAd","bgr","p16",0.10128
"1302","COACCH_SLR_NoAd","bgr","p25",0.248118
"1303","COACCH_SLR_NoAd","bgr","p33",0.362221
"1304","COACCH_SLR_NoAd","bgr","p50",1
"1305","COACCH_SLR_NoAd","bgr","p67",4.131357
"1306","COACCH_SLR_NoAd","bgr","p75",5.151254
"1307","COACCH_SLR_NoAd","bgr","p84",6.099604
"1308","COACCH_SLR_NoAd","bgr","p95",7.216593
"1309","COACCH_SLR_NoAd","bgr","p975",7.795887
"1310","COACCH_SLR_NoAd","blt","p025",-0.066253
"1311","COACCH_SLR_NoAd","blt","p05",-0.024948
"1312","COACCH_SLR_NoAd","blt","p16",0.10128
"1313","COACCH_SLR_NoAd","blt","p25",0.248118
"1314","COACCH_SLR_NoAd","blt","p33",0.362221
"1315","COACCH_SLR_NoAd","blt","p50",1
"1316","COACCH_SLR_NoAd","blt","p67",4.131357
"1317","COACCH_SLR_NoAd","blt","p75",5.151254
"1318","COACCH_SLR_NoAd","blt","p84",6.099604
"1319","COACCH_SLR_NoAd","blt","p95",7.216593
"1320","COACCH_SLR_NoAd","blt","p975",7.795887
"1321","COACCH_SLR_NoAd","bra","p025",0.282397
"1322","COACCH_SLR_NoAd","bra","p05",0.490236
"1323","COACCH_SLR_NoAd","bra","p16",0.693548
"1324","COACCH_SLR_NoAd","bra","p25",0.785799
"1325","COACCH_SLR_NoAd","bra","p33",0.885448
"1326","COACCH_SLR_NoAd","bra","p50",1
"1327","COACCH_SLR_NoAd","bra","p67",1.127015
"1328","COACCH_SLR_NoAd","bra","p75",1.209036
"1329","COACCH_SLR_NoAd","bra","p84",1.292758
"1330","COACCH_SLR_NoAd","bra","p95",1.573013
"1331","COACCH_SLR_NoAd","bra","p975",1.773805
"1332","COACCH_SLR_NoAd","can","p025",0.419231
"1333","COACCH_SLR_NoAd","can","p05",0.553161
"1334","COACCH_SLR_NoAd","can","p16",0.737211
"1335","COACCH_SLR_NoAd","can","p25",0.820806
"1336","COACCH_SLR_NoAd","can","p33",0.897691
"1337","COACCH_SLR_NoAd","can","p50",1
"1338","COACCH_SLR_NoAd","can","p67",1.149168
"1339","COACCH_SLR_NoAd","can","p75",1.199901
"1340","COACCH_SLR_NoAd","can","p84",1.330643
"1341","COACCH_SLR_NoAd","can","p95",1.576656
"1342","COACCH_SLR_NoAd","can","p975",1.689065
"1343","COACCH_SLR_NoAd","chl","p025",0.282397
"1344","COACCH_SLR_NoAd","chl","p05",0.490236
"1345","COACCH_SLR_NoAd","chl","p16",0.693548
"1346","COACCH_SLR_NoAd","chl","p25",0.785799
"1347","COACCH_SLR_NoAd","chl","p33",0.885448
"1348","COACCH_SLR_NoAd","chl","p50",1
"1349","COACCH_SLR_NoAd","chl","p67",1.127015
"1350","COACCH_SLR_NoAd","chl","p75",1.209036
"1351","COACCH_SLR_NoAd","chl","p84",1.292758
"1352","COACCH_SLR_NoAd","chl","p95",1.573013
"1353","COACCH_SLR_NoAd","chl","p975",1.773805
"1354","COACCH_SLR_NoAd","chn","p025",0.69314
"1355","COACCH_SLR_NoAd","chn","p05",0.72075
"1356","COACCH_SLR_NoAd","chn","p16",0.750468
"1357","COACCH_SLR_NoAd","chn","p25",0.789988
"1358","COACCH_SLR_NoAd","chn","p33",0.851581
"1359","COACCH_SLR_NoAd","chn","p50",1
"1360","COACCH_SLR_NoAd","chn","p67",1.16177
"1361","COACCH_SLR_NoAd","chn","p75",1.228922
"1362","COACCH_SLR_NoAd","chn","p84",1.378065
"1363","COACCH_SLR_NoAd","chn","p95",1.59014
"1364","COACCH_SLR_NoAd","chn","p975",1.758969
"1365","COACCH_SLR_NoAd","cor","p025",0.449639
"1366","COACCH_SLR_NoAd","cor","p05",0.481874
"1367","COACCH_SLR_NoAd","cor","p16",0.749181
"1368","COACCH_SLR_NoAd","cor","p25",0.822038
"1369","COACCH_SLR_NoAd","cor","p33",0.882387
"1370","COACCH_SLR_NoAd","cor","p50",1
"1371","COACCH_SLR_NoAd","cor","p67",1.128191
"1372","COACCH_SLR_NoAd","cor","p75",1.217266
"1373","COACCH_SLR_NoAd","cor","p84",1.356056
"1374","COACCH_SLR_NoAd","cor","p95",1.675001
"1375","COACCH_SLR_NoAd","cor","p975",1.837024
"1376","COACCH_SLR_NoAd","cro","p025",-0.066253
"1377","COACCH_SLR_NoAd","cro","p05",-0.024948
"1378","COACCH_SLR_NoAd","cro","p16",0.10128
"1379","COACCH_SLR_NoAd","cro","p25",0.248118
"1380","COACCH_SLR_NoAd","cro","p33",0.362221
"1381","COACCH_SLR_NoAd","cro","p50",1
"1382","COACCH_SLR_NoAd","cro","p67",4.131357
"1383","COACCH_SLR_NoAd","cro","p75",5.151254
"1384","COACCH_SLR_NoAd","cro","p84",6.099604
"1385","COACCH_SLR_NoAd","cro","p95",7.216593
"1386","COACCH_SLR_NoAd","cro","p975",7.795887
"1387","COACCH_SLR_NoAd","dnk","p025",-0.066253
"1388","COACCH_SLR_NoAd","dnk","p05",-0.024948
"1389","COACCH_SLR_NoAd","dnk","p16",0.10128
"1390","COACCH_SLR_NoAd","dnk","p25",0.248118
"1391","COACCH_SLR_NoAd","dnk","p33",0.362221
"1392","COACCH_SLR_NoAd","dnk","p50",1
"1393","COACCH_SLR_NoAd","dnk","p67",4.131357
"1394","COACCH_SLR_NoAd","dnk","p75",5.151254
"1395","COACCH_SLR_NoAd","dnk","p84",6.099604
"1396","COACCH_SLR_NoAd","dnk","p95",7.216593
"1397","COACCH_SLR_NoAd","dnk","p975",7.795887
"1398","COACCH_SLR_NoAd","egy","p025",0.449179
"1399","COACCH_SLR_NoAd","egy","p05",0.5416
"1400","COACCH_SLR_NoAd","egy","p16",0.7305
"1401","COACCH_SLR_NoAd","egy","p25",0.824057
"1402","COACCH_SLR_NoAd","egy","p33",0.884816
"1403","COACCH_SLR_NoAd","egy","p50",1
"1404","COACCH_SLR_NoAd","egy","p67",1.097321
"1405","COACCH_SLR_NoAd","egy","p75",1.158665
"1406","COACCH_SLR_NoAd","egy","p84",1.227109
"1407","COACCH_SLR_NoAd","egy","p95",1.420886
"1408","COACCH_SLR_NoAd","egy","p975",1.519589
"1409","COACCH_SLR_NoAd","esp","p025",-0.066253
"1410","COACCH_SLR_NoAd","esp","p05",-0.024948
"1411","COACCH_SLR_NoAd","esp","p16",0.10128
"1412","COACCH_SLR_NoAd","esp","p25",0.248118
"1413","COACCH_SLR_NoAd","esp","p33",0.362221
"1414","COACCH_SLR_NoAd","esp","p50",1
"1415","COACCH_SLR_NoAd","esp","p67",4.131357
"1416","COACCH_SLR_NoAd","esp","p75",5.151254
"1417","COACCH_SLR_NoAd","esp","p84",6.099604
"1418","COACCH_SLR_NoAd","esp","p95",7.216593
"1419","COACCH_SLR_NoAd","esp","p975",7.795887
"1420","COACCH_SLR_NoAd","fin","p025",-0.066253
"1421","COACCH_SLR_NoAd","fin","p05",-0.024948
"1422","COACCH_SLR_NoAd","fin","p16",0.10128
"1423","COACCH_SLR_NoAd","fin","p25",0.248118
"1424","COACCH_SLR_NoAd","fin","p33",0.362221
"1425","COACCH_SLR_NoAd","fin","p50",1
"1426","COACCH_SLR_NoAd","fin","p67",4.131357
"1427","COACCH_SLR_NoAd","fin","p75",5.151254
"1428","COACCH_SLR_NoAd","fin","p84",6.099604
"1429","COACCH_SLR_NoAd","fin","p95",7.216593
"1430","COACCH_SLR_NoAd","fin","p975",7.795887
"1431","COACCH_SLR_NoAd","fra","p025",-0.066253
"1432","COACCH_SLR_NoAd","fra","p05",-0.024948
"1433","COACCH_SLR_NoAd","fra","p16",0.10128
"1434","COACCH_SLR_NoAd","fra","p25",0.248118
"1435","COACCH_SLR_NoAd","fra","p33",0.362221
"1436","COACCH_SLR_NoAd","fra","p50",1
"1437","COACCH_SLR_NoAd","fra","p67",4.131357
"1438","COACCH_SLR_NoAd","fra","p75",5.151254
"1439","COACCH_SLR_NoAd","fra","p84",6.099604
"1440","COACCH_SLR_NoAd","fra","p95",7.216593
"1441","COACCH_SLR_NoAd","fra","p975",7.795887
"1442","COACCH_SLR_NoAd","gbr","p025",-0.066253
"1443","COACCH_SLR_NoAd","gbr","p05",-0.024948
"1444","COACCH_SLR_NoAd","gbr","p16",0.10128
"1445","COACCH_SLR_NoAd","gbr","p25",0.248118
"1446","COACCH_SLR_NoAd","gbr","p33",0.362221
"1447","COACCH_SLR_NoAd","gbr","p50",1
"1448","COACCH_SLR_NoAd","gbr","p67",4.131357
"1449","COACCH_SLR_NoAd","gbr","p75",5.151254
"1450","COACCH_SLR_NoAd","gbr","p84",6.099604
"1451","COACCH_SLR_NoAd","gbr","p95",7.216593
"1452","COACCH_SLR_NoAd","gbr","p975",7.795887
"1453","COACCH_SLR_NoAd","golf57","p025",0.449179
"1454","COACCH_SLR_NoAd","golf57","p05",0.5416
"1455","COACCH_SLR_NoAd","golf57","p16",0.7305
"1456","COACCH_SLR_NoAd","golf57","p25",0.824057
"1457","COACCH_SLR_NoAd","golf57","p33",0.884816
"1458","COACCH_SLR_NoAd","golf57","p50",1
"1459","COACCH_SLR_NoAd","golf57","p67",1.097321
"1460","COACCH_SLR_NoAd","golf57","p75",1.158665
"1461","COACCH_SLR_NoAd","golf57","p84",1.227109
"1462","COACCH_SLR_NoAd","golf57","p95",1.420886
"1463","COACCH_SLR_NoAd","golf57","p975",1.519589
"1464","COACCH_SLR_NoAd","grc","p025",-0.066253
"1465","COACCH_SLR_NoAd","grc","p05",-0.024948
"1466","COACCH_SLR_NoAd","grc","p16",0.10128
"1467","COACCH_SLR_NoAd","grc","p25",0.248118
"1468","COACCH_SLR_NoAd","grc","p33",0.362221
"1469","COACCH_SLR_NoAd","grc","p50",1
"1470","COACCH_SLR_NoAd","grc","p67",4.131357
"1471","COACCH_SLR_NoAd","grc","p75",5.151254
"1472","COACCH_SLR_NoAd","grc","p84",6.099604
"1473","COACCH_SLR_NoAd","grc","p95",7.216593
"1474","COACCH_SLR_NoAd","grc","p975",7.795887
"1475","COACCH_SLR_NoAd","hun","p025",-0.066253
"1476","COACCH_SLR_NoAd","hun","p05",-0.024948
"1477","COACCH_SLR_NoAd","hun","p16",0.10128
"1478","COACCH_SLR_NoAd","hun","p25",0.248118
"1479","COACCH_SLR_NoAd","hun","p33",0.362221
"1480","COACCH_SLR_NoAd","hun","p50",1
"1481","COACCH_SLR_NoAd","hun","p67",4.131357
"1482","COACCH_SLR_NoAd","hun","p75",5.151254
"1483","COACCH_SLR_NoAd","hun","p84",6.099604
"1484","COACCH_SLR_NoAd","hun","p95",7.216593
"1485","COACCH_SLR_NoAd","hun","p975",7.795887
"1486","COACCH_SLR_NoAd","idn","p025",0.4927
"1487","COACCH_SLR_NoAd","idn","p05",0.564918
"1488","COACCH_SLR_NoAd","idn","p16",0.712914
"1489","COACCH_SLR_NoAd","idn","p25",0.810385
"1490","COACCH_SLR_NoAd","idn","p33",0.885253
"1491","COACCH_SLR_NoAd","idn","p50",1
"1492","COACCH_SLR_NoAd","idn","p67",1.097806
"1493","COACCH_SLR_NoAd","idn","p75",1.135313
"1494","COACCH_SLR_NoAd","idn","p84",1.195954
"1495","COACCH_SLR_NoAd","idn","p95",1.411488
"1496","COACCH_SLR_NoAd","idn","p975",1.585321
"1497","COACCH_SLR_NoAd","irl","p025",-0.066253
"1498","COACCH_SLR_NoAd","irl","p05",-0.024948
"1499","COACCH_SLR_NoAd","irl","p16",0.10128
"1500","COACCH_SLR_NoAd","irl","p25",0.248118
"1501","COACCH_SLR_NoAd","irl","p33",0.362221
"1502","COACCH_SLR_NoAd","irl","p50",1
"1503","COACCH_SLR_NoAd","irl","p67",4.131357
"1504","COACCH_SLR_NoAd","irl","p75",5.151254
"1505","COACCH_SLR_NoAd","irl","p84",6.099604
"1506","COACCH_SLR_NoAd","irl","p95",7.216593
"1507","COACCH_SLR_NoAd","irl","p975",7.795887
"1508","COACCH_SLR_NoAd","ita","p025",-0.066253
"1509","COACCH_SLR_NoAd","ita","p05",-0.024948
"1510","COACCH_SLR_NoAd","ita","p16",0.10128
"1511","COACCH_SLR_NoAd","ita","p25",0.248118
"1512","COACCH_SLR_NoAd","ita","p33",0.362221
"1513","COACCH_SLR_NoAd","ita","p50",1
"1514","COACCH_SLR_NoAd","ita","p67",4.131357
"1515","COACCH_SLR_NoAd","ita","p75",5.151254
"1516","COACCH_SLR_NoAd","ita","p84",6.099604
"1517","COACCH_SLR_NoAd","ita","p95",7.216593
"1518","COACCH_SLR_NoAd","ita","p975",7.795887
"1519","COACCH_SLR_NoAd","jpn","p025",0.449639
"1520","COACCH_SLR_NoAd","jpn","p05",0.481874
"1521","COACCH_SLR_NoAd","jpn","p16",0.749181
"1522","COACCH_SLR_NoAd","jpn","p25",0.822038
"1523","COACCH_SLR_NoAd","jpn","p33",0.882387
"1524","COACCH_SLR_NoAd","jpn","p50",1
"1525","COACCH_SLR_NoAd","jpn","p67",1.128191
"1526","COACCH_SLR_NoAd","jpn","p75",1.217266
"1527","COACCH_SLR_NoAd","jpn","p84",1.356056
"1528","COACCH_SLR_NoAd","jpn","p95",1.675001
"1529","COACCH_SLR_NoAd","jpn","p975",1.837024
"1530","COACCH_SLR_NoAd","meme","p025",0.449179
"1531","COACCH_SLR_NoAd","meme","p05",0.5416
"1532","COACCH_SLR_NoAd","meme","p16",0.7305
"1533","COACCH_SLR_NoAd","meme","p25",0.824057
"1534","COACCH_SLR_NoAd","meme","p33",0.884816
"1535","COACCH_SLR_NoAd","meme","p50",1
"1536","COACCH_SLR_NoAd","meme","p67",1.097321
"1537","COACCH_SLR_NoAd","meme","p75",1.158665
"1538","COACCH_SLR_NoAd","meme","p84",1.227109
"1539","COACCH_SLR_NoAd","meme","p95",1.420886
"1540","COACCH_SLR_NoAd","meme","p975",1.519589
"1541","COACCH_SLR_NoAd","mex","p025",0.282397
"1542","COACCH_SLR_NoAd","mex","p05",0.490236
"1543","COACCH_SLR_NoAd","mex","p16",0.693548
"1544","COACCH_SLR_NoAd","mex","p25",0.785799
"1545","COACCH_SLR_NoAd","mex","p33",0.885448
"1546","COACCH_SLR_NoAd","mex","p50",1
"1547","COACCH_SLR_NoAd","mex","p67",1.127015
"1548","COACCH_SLR_NoAd","mex","p75",1.209036
"1549","COACCH_SLR_NoAd","mex","p84",1.292758
"1550","COACCH_SLR_NoAd","mex","p95",1.573013
"1551","COACCH_SLR_NoAd","mex","p975",1.773805
"1552","COACCH_SLR_NoAd","mys","p025",0.4927
